	u1	u2	u3	u4	u5	u6	u7	u8	u9	u10	item_id	ranking	rating
0	user933	user1925	user1481								item0	1	1
1	user933	user1925	user1481								item1	4	0
2	user933	user1925	user1481								item2	5	0
3	user933	user1925	user1481								item3	2	0
4	user933	user1925	user1481								item4	6	0
5	user933	user1925	user1481								item5	7	0
6	user933	user1925	user1481								item6	3	0
7	user933	user1925	user1481								item7	8	0
8	user933	user1925	user1481								item8	9	0
9	user933	user1925	user1481								item9	10	0
10	user3523	user3218									item0	3	0
11	user3523	user3218									item1	1	1
12	user3523	user3218									item2	4	0
13	user3523	user3218									item3	2	0
14	user3523	user3218									item4	5	0
15	user3523	user3218									item5	6	0
16	user3523	user3218									item6	7	0
17	user3523	user3218									item7	8	0
18	user3523	user3218									item8	9	0
19	user3523	user3218									item9	10	0
20	user2895	user3245	user946	user240	user2673	user113					item0	1	1
21	user2895	user3245	user946	user240	user2673	user113					item1	5	0
22	user2895	user3245	user946	user240	user2673	user113					item2	6	0
23	user2895	user3245	user946	user240	user2673	user113					item3	7	0
24	user2895	user3245	user946	user240	user2673	user113					item4	3	0
25	user2895	user3245	user946	user240	user2673	user113					item5	8	0
26	user2895	user3245	user946	user240	user2673	user113					item6	9	0
27	user2895	user3245	user946	user240	user2673	user113					item7	4	0
28	user2895	user3245	user946	user240	user2673	user113					item8	10	0
29	user2895	user3245	user946	user240	user2673	user113					item9	2	0
30	user4909	user2979	user2280	user2115	user2696						item0	6	0
31	user4909	user2979	user2280	user2115	user2696						item1	1	1
32	user4909	user2979	user2280	user2115	user2696						item2	2	0
33	user4909	user2979	user2280	user2115	user2696						item3	3	0
34	user4909	user2979	user2280	user2115	user2696						item4	4	0
35	user4909	user2979	user2280	user2115	user2696						item5	7	0
36	user4909	user2979	user2280	user2115	user2696						item6	5	0
37	user4909	user2979	user2280	user2115	user2696						item7	8	0
38	user4909	user2979	user2280	user2115	user2696						item8	9	0
39	user4909	user2979	user2280	user2115	user2696						item9	10	0
40	user370	user1742	user4669	user1961	user1422	user2259	user4438	user4698			item0	3	0
41	user370	user1742	user4669	user1961	user1422	user2259	user4438	user4698			item1	5	0
42	user370	user1742	user4669	user1961	user1422	user2259	user4438	user4698			item2	6	0
43	user370	user1742	user4669	user1961	user1422	user2259	user4438	user4698			item3	2	0
44	user370	user1742	user4669	user1961	user1422	user2259	user4438	user4698			item4	7	0
45	user370	user1742	user4669	user1961	user1422	user2259	user4438	user4698			item5	8	0
46	user370	user1742	user4669	user1961	user1422	user2259	user4438	user4698			item6	1	1
47	user370	user1742	user4669	user1961	user1422	user2259	user4438	user4698			item7	9	0
48	user370	user1742	user4669	user1961	user1422	user2259	user4438	user4698			item8	10	0
49	user370	user1742	user4669	user1961	user1422	user2259	user4438	user4698			item9	4	0
50	user2910	user2588	user850	user3947	user4535	user1217	user3515	user1485			item0	5	0
51	user2910	user2588	user850	user3947	user4535	user1217	user3515	user1485			item1	3	0
52	user2910	user2588	user850	user3947	user4535	user1217	user3515	user1485			item2	6	0
53	user2910	user2588	user850	user3947	user4535	user1217	user3515	user1485			item3	1	1
54	user2910	user2588	user850	user3947	user4535	user1217	user3515	user1485			item4	7	0
55	user2910	user2588	user850	user3947	user4535	user1217	user3515	user1485			item5	8	0
56	user2910	user2588	user850	user3947	user4535	user1217	user3515	user1485			item6	2	0
57	user2910	user2588	user850	user3947	user4535	user1217	user3515	user1485			item7	9	0
58	user2910	user2588	user850	user3947	user4535	user1217	user3515	user1485			item8	10	0
59	user2910	user2588	user850	user3947	user4535	user1217	user3515	user1485			item9	4	0
60	user2612	user693	user3480	user974	user3873	user1790	user1674	user4862	user1249		item0	2	0
61	user2612	user693	user3480	user974	user3873	user1790	user1674	user4862	user1249		item1	3	0
62	user2612	user693	user3480	user974	user3873	user1790	user1674	user4862	user1249		item2	8	0
63	user2612	user693	user3480	user974	user3873	user1790	user1674	user4862	user1249		item3	4	0
64	user2612	user693	user3480	user974	user3873	user1790	user1674	user4862	user1249		item4	5	0
65	user2612	user693	user3480	user974	user3873	user1790	user1674	user4862	user1249		item5	6	0
66	user2612	user693	user3480	user974	user3873	user1790	user1674	user4862	user1249		item6	1	1
67	user2612	user693	user3480	user974	user3873	user1790	user1674	user4862	user1249		item7	9	0
68	user2612	user693	user3480	user974	user3873	user1790	user1674	user4862	user1249		item8	7	0
69	user2612	user693	user3480	user974	user3873	user1790	user1674	user4862	user1249		item9	10	0
70	user4536	user477	user829								item0	3	0
71	user4536	user477	user829								item1	4	0
72	user4536	user477	user829								item2	5	0
73	user4536	user477	user829								item3	6	0
74	user4536	user477	user829								item4	7	0
75	user4536	user477	user829								item5	2	0
76	user4536	user477	user829								item6	1	1
77	user4536	user477	user829								item7	8	0
78	user4536	user477	user829								item8	9	0
79	user4536	user477	user829								item9	10	0
80	user326	user339	user758	user2179	user2643	user4135					item0	6	0
81	user326	user339	user758	user2179	user2643	user4135					item1	1	1
82	user326	user339	user758	user2179	user2643	user4135					item2	7	0
83	user326	user339	user758	user2179	user2643	user4135					item3	2	0
84	user326	user339	user758	user2179	user2643	user4135					item4	3	0
85	user326	user339	user758	user2179	user2643	user4135					item5	8	0
86	user326	user339	user758	user2179	user2643	user4135					item6	4	0
87	user326	user339	user758	user2179	user2643	user4135					item7	5	0
88	user326	user339	user758	user2179	user2643	user4135					item8	9	0
89	user326	user339	user758	user2179	user2643	user4135					item9	10	0
90	user1869	user619									item0	3	0
91	user1869	user619									item1	4	0
92	user1869	user619									item2	1	1
93	user1869	user619									item3	2	0
94	user1869	user619									item4	5	0
95	user1869	user619									item5	6	0
96	user1869	user619									item6	7	0
97	user1869	user619									item7	8	0
98	user1869	user619									item8	9	0
99	user1869	user619									item9	10	0
100	user1293	user4713	user4020								item0	3	0
101	user1293	user4713	user4020								item1	4	0
102	user1293	user4713	user4020								item2	2	0
103	user1293	user4713	user4020								item3	5	0
104	user1293	user4713	user4020								item4	6	0
105	user1293	user4713	user4020								item5	7	0
106	user1293	user4713	user4020								item6	1	1
107	user1293	user4713	user4020								item7	8	0
108	user1293	user4713	user4020								item8	9	0
109	user1293	user4713	user4020								item9	10	0
110	user768	user4	user426								item0	4	0
111	user768	user4	user426								item1	1	1
112	user768	user4	user426								item2	2	0
113	user768	user4	user426								item3	5	0
114	user768	user4	user426								item4	6	0
115	user768	user4	user426								item5	7	0
116	user768	user4	user426								item6	3	0
117	user768	user4	user426								item7	8	0
118	user768	user4	user426								item8	9	0
119	user768	user4	user426								item9	10	0
120	user3685	user450									item0	3	0
121	user3685	user450									item1	4	0
122	user3685	user450									item2	5	0
123	user3685	user450									item3	6	0
124	user3685	user450									item4	7	0
125	user3685	user450									item5	1	1
126	user3685	user450									item6	2	0
127	user3685	user450									item7	8	0
128	user3685	user450									item8	9	0
129	user3685	user450									item9	10	0
130	user602	user3752	user90	user543	user4209	user3357	user505	user4341	user1304	user3262	item0	1	1
131	user602	user3752	user90	user543	user4209	user3357	user505	user4341	user1304	user3262	item1	7	0
132	user602	user3752	user90	user543	user4209	user3357	user505	user4341	user1304	user3262	item2	8	0
133	user602	user3752	user90	user543	user4209	user3357	user505	user4341	user1304	user3262	item3	2	0
134	user602	user3752	user90	user543	user4209	user3357	user505	user4341	user1304	user3262	item4	3	0
135	user602	user3752	user90	user543	user4209	user3357	user505	user4341	user1304	user3262	item5	4	0
136	user602	user3752	user90	user543	user4209	user3357	user505	user4341	user1304	user3262	item6	5	0
137	user602	user3752	user90	user543	user4209	user3357	user505	user4341	user1304	user3262	item7	9	0
138	user602	user3752	user90	user543	user4209	user3357	user505	user4341	user1304	user3262	item8	6	0
139	user602	user3752	user90	user543	user4209	user3357	user505	user4341	user1304	user3262	item9	10	0
140	user3115	user2295	user3873	user3536	user4354	user1653	user4214	user469	user4561		item0	4	0
141	user3115	user2295	user3873	user3536	user4354	user1653	user4214	user469	user4561		item1	6	0
142	user3115	user2295	user3873	user3536	user4354	user1653	user4214	user469	user4561		item2	7	0
143	user3115	user2295	user3873	user3536	user4354	user1653	user4214	user469	user4561		item3	2	0
144	user3115	user2295	user3873	user3536	user4354	user1653	user4214	user469	user4561		item4	3	0
145	user3115	user2295	user3873	user3536	user4354	user1653	user4214	user469	user4561		item5	1	1
146	user3115	user2295	user3873	user3536	user4354	user1653	user4214	user469	user4561		item6	5	0
147	user3115	user2295	user3873	user3536	user4354	user1653	user4214	user469	user4561		item7	8	0
148	user3115	user2295	user3873	user3536	user4354	user1653	user4214	user469	user4561		item8	9	0
149	user3115	user2295	user3873	user3536	user4354	user1653	user4214	user469	user4561		item9	10	0
150	user2997	user3962									item0	3	0
151	user2997	user3962									item1	4	0
152	user2997	user3962									item2	5	0
153	user2997	user3962									item3	1	1
154	user2997	user3962									item4	2	0
155	user2997	user3962									item5	6	0
156	user2997	user3962									item6	7	0
157	user2997	user3962									item7	8	0
158	user2997	user3962									item8	9	0
159	user2997	user3962									item9	10	0
160	user606	user4244	user3358	user2684	user165						item0	1	1
161	user606	user4244	user3358	user2684	user165						item1	5	0
162	user606	user4244	user3358	user2684	user165						item2	2	0
163	user606	user4244	user3358	user2684	user165						item3	6	0
164	user606	user4244	user3358	user2684	user165						item4	7	0
165	user606	user4244	user3358	user2684	user165						item5	3	0
166	user606	user4244	user3358	user2684	user165						item6	4	0
167	user606	user4244	user3358	user2684	user165						item7	8	0
168	user606	user4244	user3358	user2684	user165						item8	9	0
169	user606	user4244	user3358	user2684	user165						item9	10	0
170	user2900	user387									item0	3	0
171	user2900	user387									item1	4	0
172	user2900	user387									item2	5	0
173	user2900	user387									item3	6	0
174	user2900	user387									item4	1	1
175	user2900	user387									item5	7	0
176	user2900	user387									item6	2	0
177	user2900	user387									item7	8	0
178	user2900	user387									item8	9	0
179	user2900	user387									item9	10	0
180	user751	user162	user70	user2192	user4388	user2036					item0	5	0
181	user751	user162	user70	user2192	user4388	user2036					item1	1	1
182	user751	user162	user70	user2192	user4388	user2036					item2	6	0
183	user751	user162	user70	user2192	user4388	user2036					item3	2	0
184	user751	user162	user70	user2192	user4388	user2036					item4	7	0
185	user751	user162	user70	user2192	user4388	user2036					item5	8	0
186	user751	user162	user70	user2192	user4388	user2036					item6	3	0
187	user751	user162	user70	user2192	user4388	user2036					item7	9	0
188	user751	user162	user70	user2192	user4388	user2036					item8	4	0
189	user751	user162	user70	user2192	user4388	user2036					item9	10	0
190	user3026	user4813	user1424	user2949	user4484	user645	user3699	user532	user883		item0	2	0
191	user3026	user4813	user1424	user2949	user4484	user645	user3699	user532	user883		item1	3	0
192	user3026	user4813	user1424	user2949	user4484	user645	user3699	user532	user883		item2	7	0
193	user3026	user4813	user1424	user2949	user4484	user645	user3699	user532	user883		item3	4	0
194	user3026	user4813	user1424	user2949	user4484	user645	user3699	user532	user883		item4	5	0
195	user3026	user4813	user1424	user2949	user4484	user645	user3699	user532	user883		item5	8	0
196	user3026	user4813	user1424	user2949	user4484	user645	user3699	user532	user883		item6	1	1
197	user3026	user4813	user1424	user2949	user4484	user645	user3699	user532	user883		item7	9	0
198	user3026	user4813	user1424	user2949	user4484	user645	user3699	user532	user883		item8	10	0
199	user3026	user4813	user1424	user2949	user4484	user645	user3699	user532	user883		item9	6	0
200	user3736	user4386	user1780	user3665	user643	user514	user829	user1595	user1412		item0	2	0
201	user3736	user4386	user1780	user3665	user643	user514	user829	user1595	user1412		item1	3	0
202	user3736	user4386	user1780	user3665	user643	user514	user829	user1595	user1412		item2	7	0
203	user3736	user4386	user1780	user3665	user643	user514	user829	user1595	user1412		item3	4	0
204	user3736	user4386	user1780	user3665	user643	user514	user829	user1595	user1412		item4	8	0
205	user3736	user4386	user1780	user3665	user643	user514	user829	user1595	user1412		item5	5	0
206	user3736	user4386	user1780	user3665	user643	user514	user829	user1595	user1412		item6	1	1
207	user3736	user4386	user1780	user3665	user643	user514	user829	user1595	user1412		item7	9	0
208	user3736	user4386	user1780	user3665	user643	user514	user829	user1595	user1412		item8	10	0
209	user3736	user4386	user1780	user3665	user643	user514	user829	user1595	user1412		item9	6	0
210	user4466	user4491	user4465	user3665	user3244	user2756					item0	5	0
211	user4466	user4491	user4465	user3665	user3244	user2756					item1	1	1
212	user4466	user4491	user4465	user3665	user3244	user2756					item2	3	0
213	user4466	user4491	user4465	user3665	user3244	user2756					item3	4	0
214	user4466	user4491	user4465	user3665	user3244	user2756					item4	6	0
215	user4466	user4491	user4465	user3665	user3244	user2756					item5	7	0
216	user4466	user4491	user4465	user3665	user3244	user2756					item6	2	0
217	user4466	user4491	user4465	user3665	user3244	user2756					item7	8	0
218	user4466	user4491	user4465	user3665	user3244	user2756					item8	9	0
219	user4466	user4491	user4465	user3665	user3244	user2756					item9	10	0
220	user3050	user288	user2882	user3037	user4170	user3857	user4886	user2765	user1564		item0	1	1
221	user3050	user288	user2882	user3037	user4170	user3857	user4886	user2765	user1564		item1	6	0
222	user3050	user288	user2882	user3037	user4170	user3857	user4886	user2765	user1564		item2	7	0
223	user3050	user288	user2882	user3037	user4170	user3857	user4886	user2765	user1564		item3	8	0
