	u1	u2	u3	u4	u5	u6	u7	u8	u9	u10	item_id	ranking	rating
0	user1494	user4353	user4800	user3076	user1566	user103	user1716	user2714			item0	3	0
1	user1494	user4353	user4800	user3076	user1566	user103	user1716	user2714			item1	4	0
2	user1494	user4353	user4800	user3076	user1566	user103	user1716	user2714			item2	5	0
3	user1494	user4353	user4800	user3076	user1566	user103	user1716	user2714			item3	6	0
4	user1494	user4353	user4800	user3076	user1566	user103	user1716	user2714			item4	7	0
5	user1494	user4353	user4800	user3076	user1566	user103	user1716	user2714			item5	8	0
6	user1494	user4353	user4800	user3076	user1566	user103	user1716	user2714			item6	1	1
7	user1494	user4353	user4800	user3076	user1566	user103	user1716	user2714			item7	9	0
8	user1494	user4353	user4800	user3076	user1566	user103	user1716	user2714			item8	10	0
9	user1494	user4353	user4800	user3076	user1566	user103	user1716	user2714			item9	2	0
10	user335	user4358									item0	2	0
11	user335	user4358									item1	3	0
12	user335	user4358									item2	4	0
13	user335	user4358									item3	1	1
14	user335	user4358									item4	5	0
15	user335	user4358									item5	6	0
16	user335	user4358									item6	7	0
17	user335	user4358									item7	8	0
18	user335	user4358									item8	9	0
19	user335	user4358									item9	10	0
20	user643	user2234	user95	user976	user3071	user3208	user903	user4529	user1218	user2337	item0	2	0
21	user643	user2234	user95	user976	user3071	user3208	user903	user4529	user1218	user2337	item1	7	0
22	user643	user2234	user95	user976	user3071	user3208	user903	user4529	user1218	user2337	item2	8	0
23	user643	user2234	user95	user976	user3071	user3208	user903	user4529	user1218	user2337	item3	4	0
24	user643	user2234	user95	user976	user3071	user3208	user903	user4529	user1218	user2337	item4	5	0
25	user643	user2234	user95	user976	user3071	user3208	user903	user4529	user1218	user2337	item5	9	0
26	user643	user2234	user95	user976	user3071	user3208	user903	user4529	user1218	user2337	item6	1	1
27	user643	user2234	user95	user976	user3071	user3208	user903	user4529	user1218	user2337	item7	10	0
28	user643	user2234	user95	user976	user3071	user3208	user903	user4529	user1218	user2337	item8	6	0
29	user643	user2234	user95	user976	user3071	user3208	user903	user4529	user1218	user2337	item9	3	0
30	user1748	user4894	user1193								item0	2	0
31	user1748	user4894	user1193								item1	3	0
32	user1748	user4894	user1193								item2	4	0
33	user1748	user4894	user1193								item3	5	0
34	user1748	user4894	user1193								item4	6	0
35	user1748	user4894	user1193								item5	7	0
36	user1748	user4894	user1193								item6	1	1
37	user1748	user4894	user1193								item7	8	0
38	user1748	user4894	user1193								item8	9	0
39	user1748	user4894	user1193								item9	10	0
40	user3099	user1872	user4180	user1912	user4525						item0	5	0
41	user3099	user1872	user4180	user1912	user4525						item1	6	0
42	user3099	user1872	user4180	user1912	user4525						item2	7	0
43	user3099	user1872	user4180	user1912	user4525						item3	2	0
44	user3099	user1872	user4180	user1912	user4525						item4	1	1
45	user3099	user1872	user4180	user1912	user4525						item5	3	0
46	user3099	user1872	user4180	user1912	user4525						item6	8	0
47	user3099	user1872	user4180	user1912	user4525						item7	9	0
48	user3099	user1872	user4180	user1912	user4525						item8	10	0
49	user3099	user1872	user4180	user1912	user4525						item9	4	0
50	user4250	user3220	user32	user540							item0	3	0
51	user4250	user3220	user32	user540							item1	4	0
52	user4250	user3220	user32	user540							item2	5	0
53	user4250	user3220	user32	user540							item3	6	0
54	user4250	user3220	user32	user540							item4	1	1
55	user4250	user3220	user32	user540							item5	7	0
56	user4250	user3220	user32	user540							item6	2	0
57	user4250	user3220	user32	user540							item7	8	0
58	user4250	user3220	user32	user540							item8	9	0
59	user4250	user3220	user32	user540							item9	10	0
60	user3578	user1475	user4899								item0	4	0
61	user3578	user1475	user4899								item1	5	0
62	user3578	user1475	user4899								item2	6	0
63	user3578	user1475	user4899								item3	1	1
64	user3578	user1475	user4899								item4	2	0
65	user3578	user1475	user4899								item5	7	0
66	user3578	user1475	user4899								item6	3	0
67	user3578	user1475	user4899								item7	8	0
68	user3578	user1475	user4899								item8	9	0
69	user3578	user1475	user4899								item9	10	0
70	user3453	user3001	user2906	user1760	user3659						item0	3	0
71	user3453	user3001	user2906	user1760	user3659						item1	4	0
72	user3453	user3001	user2906	user1760	user3659						item2	5	0
73	user3453	user3001	user2906	user1760	user3659						item3	1	1
74	user3453	user3001	user2906	user1760	user3659						item4	2	0
75	user3453	user3001	user2906	user1760	user3659						item5	6	0
76	user3453	user3001	user2906	user1760	user3659						item6	7	0
77	user3453	user3001	user2906	user1760	user3659						item7	8	0
78	user3453	user3001	user2906	user1760	user3659						item8	9	0
79	user3453	user3001	user2906	user1760	user3659						item9	10	0
80	user433	user1283									item0	2	0
81	user433	user1283									item1	3	0
82	user433	user1283									item2	4	0
83	user433	user1283									item3	5	0
84	user433	user1283									item4	6	0
85	user433	user1283									item5	7	0
86	user433	user1283									item6	1	1
87	user433	user1283									item7	8	0
88	user433	user1283									item8	9	0
89	user433	user1283									item9	10	0
