	u1	u2	u3	u4	u5	u6	u7	u8	u9	u10	item_id	ranking	rating
0	user783	user3719	user525	user1788	user2027	user2160	user2963	user1045			item0	5	0
1	user783	user3719	user525	user1788	user2027	user2160	user2963	user1045			item1	3	0
2	user783	user3719	user525	user1788	user2027	user2160	user2963	user1045			item2	6	0
3	user783	user3719	user525	user1788	user2027	user2160	user2963	user1045			item3	1	1
4	user783	user3719	user525	user1788	user2027	user2160	user2963	user1045			item4	4	0
5	user783	user3719	user525	user1788	user2027	user2160	user2963	user1045			item5	7	0
6	user783	user3719	user525	user1788	user2027	user2160	user2963	user1045			item6	2	0
7	user783	user3719	user525	user1788	user2027	user2160	user2963	user1045			item7	8	0
8	user783	user3719	user525	user1788	user2027	user2160	user2963	user1045			item8	9	0
9	user783	user3719	user525	user1788	user2027	user2160	user2963	user1045			item9	10	0
10	user2500	user528	user1842	user2524	user1880	user2556	user717				item0	3	0
11	user2500	user528	user1842	user2524	user1880	user2556	user717				item1	2	0
12	user2500	user528	user1842	user2524	user1880	user2556	user717				item2	4	0
13	user2500	user528	user1842	user2524	user1880	user2556	user717				item3	5	0
14	user2500	user528	user1842	user2524	user1880	user2556	user717				item4	6	0
15	user2500	user528	user1842	user2524	user1880	user2556	user717				item5	7	0
16	user2500	user528	user1842	user2524	user1880	user2556	user717				item6	1	1
17	user2500	user528	user1842	user2524	user1880	user2556	user717				item7	8	0
18	user2500	user528	user1842	user2524	user1880	user2556	user717				item8	9	0
19	user2500	user528	user1842	user2524	user1880	user2556	user717				item9	10	0
20	user2904	user3725	user1269	user1844	user1908	user3260	user4772				item0	2	0
21	user2904	user3725	user1269	user1844	user1908	user3260	user4772				item1	4	0
22	user2904	user3725	user1269	user1844	user1908	user3260	user4772				item2	5	0
23	user2904	user3725	user1269	user1844	user1908	user3260	user4772				item3	1	1
24	user2904	user3725	user1269	user1844	user1908	user3260	user4772				item4	3	0
25	user2904	user3725	user1269	user1844	user1908	user3260	user4772				item5	6	0
26	user2904	user3725	user1269	user1844	user1908	user3260	user4772				item6	7	0
27	user2904	user3725	user1269	user1844	user1908	user3260	user4772				item7	8	0
28	user2904	user3725	user1269	user1844	user1908	user3260	user4772				item8	9	0
29	user2904	user3725	user1269	user1844	user1908	user3260	user4772				item9	10	0
30	user233	user1036									item0	2	0
31	user233	user1036									item1	3	0
32	user233	user1036									item2	4	0
33	user233	user1036									item3	1	1
34	user233	user1036									item4	5	0
35	user233	user1036									item5	6	0
36	user233	user1036									item6	7	0
37	user233	user1036									item7	8	0
38	user233	user1036									item8	9	0
39	user233	user1036									item9	10	0
40	user644	user4034	user4988	user3592	user4598	user4011	user2783	user2782	user1810	user1807	item0	5	0
41	user644	user4034	user4988	user3592	user4598	user4011	user2783	user2782	user1810	user1807	item1	2	0
42	user644	user4034	user4988	user3592	user4598	user4011	user2783	user2782	user1810	user1807	item2	6	0
43	user644	user4034	user4988	user3592	user4598	user4011	user2783	user2782	user1810	user1807	item3	3	0
44	user644	user4034	user4988	user3592	user4598	user4011	user2783	user2782	user1810	user1807	item4	4	0
45	user644	user4034	user4988	user3592	user4598	user4011	user2783	user2782	user1810	user1807	item5	7	0
46	user644	user4034	user4988	user3592	user4598	user4011	user2783	user2782	user1810	user1807	item6	1	1
47	user644	user4034	user4988	user3592	user4598	user4011	user2783	user2782	user1810	user1807	item7	8	0
48	user644	user4034	user4988	user3592	user4598	user4011	user2783	user2782	user1810	user1807	item8	9	0
49	user644	user4034	user4988	user3592	user4598	user4011	user2783	user2782	user1810	user1807	item9	10	0
50	user647	user1964	user2130	user3094							item0	4	0
51	user647	user1964	user2130	user3094							item1	5	0
52	user647	user1964	user2130	user3094							item2	1	1
53	user647	user1964	user2130	user3094							item3	6	0
54	user647	user1964	user2130	user3094							item4	7	0
55	user647	user1964	user2130	user3094							item5	8	0
56	user647	user1964	user2130	user3094							item6	2	0
57	user647	user1964	user2130	user3094							item7	3	0
