	u1	u2	u3	u4	u5	u6	u7	u8	u9	u10	item_id	ranking	rating
0	user550	user1484	user3272	user3280	user3201	user4897	user2266	user4925	user4699		item0	5	0
1	user550	user1484	user3272	user3280	user3201	user4897	user2266	user4925	user4699		item1	6	0
2	user550	user1484	user3272	user3280	user3201	user4897	user2266	user4925	user4699		item2	3	0
3	user550	user1484	user3272	user3280	user3201	user4897	user2266	user4925	user4699		item3	7	0
4	user550	user1484	user3272	user3280	user3201	user4897	user2266	user4925	user4699		item4	2	0
5	user550	user1484	user3272	user3280	user3201	user4897	user2266	user4925	user4699		item5	4	0
6	user550	user1484	user3272	user3280	user3201	user4897	user2266	user4925	user4699		item6	1	1
7	user550	user1484	user3272	user3280	user3201	user4897	user2266	user4925	user4699		item7	8	0
8	user550	user1484	user3272	user3280	user3201	user4897	user2266	user4925	user4699		item8	9	0
9	user550	user1484	user3272	user3280	user3201	user4897	user2266	user4925	user4699		item9	10	0
10	user3955	user100	user256								item0	3	0
11	user3955	user100	user256								item1	1	1
12	user3955	user100	user256								item2	4	0
13	user3955	user100	user256								item3	5	0
14	user3955	user100	user256								item4	2	0
15	user3955	user100	user256								item5	6	0
16	user3955	user100	user256								item6	7	0
17	user3955	user100	user256								item7	8	0
18	user3955	user100	user256								item8	9	0
19	user3955	user100	user256								item9	10	0
20	user4062	user735	user4137	user3903	user357	user617	user23	user1394			item0	6	0
21	user4062	user735	user4137	user3903	user357	user617	user23	user1394			item1	3	0
22	user4062	user735	user4137	user3903	user357	user617	user23	user1394			item2	7	0
23	user4062	user735	user4137	user3903	user357	user617	user23	user1394			item3	2	0
24	user4062	user735	user4137	user3903	user357	user617	user23	user1394			item4	4	0
25	user4062	user735	user4137	user3903	user357	user617	user23	user1394			item5	5	0
26	user4062	user735	user4137	user3903	user357	user617	user23	user1394			item6	8	0
27	user4062	user735	user4137	user3903	user357	user617	user23	user1394			item7	9	0
28	user4062	user735	user4137	user3903	user357	user617	user23	user1394			item8	10	0
29	user4062	user735	user4137	user3903	user357	user617	user23	user1394			item9	1	1
30	user4106	user1231	user2774	user1996	user1059	user199	user4815				item0	1	1
31	user4106	user1231	user2774	user1996	user1059	user199	user4815				item1	6	0
32	user4106	user1231	user2774	user1996	user1059	user199	user4815				item2	2	0
33	user4106	user1231	user2774	user1996	user1059	user199	user4815				item3	7	0
34	user4106	user1231	user2774	user1996	user1059	user199	user4815				item4	3	0
35	user4106	user1231	user2774	user1996	user1059	user199	user4815				item5	8	0
36	user4106	user1231	user2774	user1996	user1059	user199	user4815				item6	4	0
37	user4106	user1231	user2774	user1996	user1059	user199	user4815				item7	9	0
38	user4106	user1231	user2774	user1996	user1059	user199	user4815				item8	10	0
39	user4106	user1231	user2774	user1996	user1059	user199	user4815				item9	5	0
40	user2363	user4797	user435								item0	4	0
41	user2363	user4797	user435								item1	1	1
42	user2363	user4797	user435								item2	5	0
43	user2363	user4797	user435								item3	2	0
44	user2363	user4797	user435								item4	3	0
45	user2363	user4797	user435								item5	6	0
46	user2363	user4797	user435								item6	7	0
47	user2363	user4797	user435								item7	8	0
48	user2363	user4797	user435								item8	9	0
49	user2363	user4797	user435								item9	10	0
50	user2846	user671	user540	user1095	user2582	user100	user812	user3730			item0	3	0
51	user2846	user671	user540	user1095	user2582	user100	user812	user3730			item1	7	0
52	user2846	user671	user540	user1095	user2582	user100	user812	user3730			item2	8	0
53	user2846	user671	user540	user1095	user2582	user100	user812	user3730			item3	4	0
54	user2846	user671	user540	user1095	user2582	user100	user812	user3730			item4	1	1
55	user2846	user671	user540	user1095	user2582	user100	user812	user3730			item5	9	0
56	user2846	user671	user540	user1095	user2582	user100	user812	user3730			item6	5	0
57	user2846	user671	user540	user1095	user2582	user100	user812	user3730			item7	6	0
58	user2846	user671	user540	user1095	user2582	user100	user812	user3730			item8	10	0
59	user2846	user671	user540	user1095	user2582	user100	user812	user3730			item9	2	0
60	user2922	user2543	user4925	user3088	user551	user2300	user4011	user2899			item0	4	0
61	user2922	user2543	user4925	user3088	user551	user2300	user4011	user2899			item1	3	0
62	user2922	user2543	user4925	user3088	user551	user2300	user4011	user2899			item2	5	0
63	user2922	user2543	user4925	user3088	user551	user2300	user4011	user2899			item3	2	0
64	user2922	user2543	user4925	user3088	user551	user2300	user4011	user2899			item4	6	0
65	user2922	user2543	user4925	user3088	user551	user2300	user4011	user2899			item5	7	0
66	user2922	user2543	user4925	user3088	user551	user2300	user4011	user2899			item6	1	1
67	user2922	user2543	user4925	user3088	user551	user2300	user4011	user2899			item7	8	0
68	user2922	user2543	user4925	user3088	user551	user2300	user4011	user2899			item8	9	0
69	user2922	user2543	user4925	user3088	user551	user2300	user4011	user2899			item9	10	0
70	user3307	user2698	user4233	user1306	user1694	user825	user4802	user398	user298	user140	item0	1	1
71	user3307	user2698	user4233	user1306	user1694	user825	user4802	user398	user298	user140	item1	6	0
72	user3307	user2698	user4233	user1306	user1694	user825	user4802	user398	user298	user140	item2	7	0
73	user3307	user2698	user4233	user1306	user1694	user825	user4802	user398	user298	user140	item3	3	0
74	user3307	user2698	user4233	user1306	user1694	user825	user4802	user398	user298	user140	item4	8	0
75	user3307	user2698	user4233	user1306	user1694	user825	user4802	user398	user298	user140	item5	2	0
76	user3307	user2698	user4233	user1306	user1694	user825	user4802	user398	user298	user140	item6	4	0
77	user3307	user2698	user4233	user1306	user1694	user825	user4802	user398	user298	user140	item7	9	0
78	user3307	user2698	user4233	user1306	user1694	user825	user4802	user398	user298	user140	item8	10	0
79	user3307	user2698	user4233	user1306	user1694	user825	user4802	user398	user298	user140	item9	5	0
80	user2528	user1428	user4797	user4350	user277	user2385	user1803	user4943	user2426		item0	1	1
81	user2528	user1428	user4797	user4350	user277	user2385	user1803	user4943	user2426		item1	7	0
82	user2528	user1428	user4797	user4350	user277	user2385	user1803	user4943	user2426		item2	8	0
83	user2528	user1428	user4797	user4350	user277	user2385	user1803	user4943	user2426		item3	3	0
84	user2528	user1428	user4797	user4350	user277	user2385	user1803	user4943	user2426		item4	4	0
85	user2528	user1428	user4797	user4350	user277	user2385	user1803	user4943	user2426		item5	9	0
86	user2528	user1428	user4797	user4350	user277	user2385	user1803	user4943	user2426		item6	2	0
87	user2528	user1428	user4797	user4350	user277	user2385	user1803	user4943	user2426		item7	5	0
88	user2528	user1428	user4797	user4350	user277	user2385	user1803	user4943	user2426		item8	10	0
89	user2528	user1428	user4797	user4350	user277	user2385	user1803	user4943	user2426		item9	6	0
90	user653	user2916	user1953	user4165	user2949	user1814	user3370	user4935			item0	6	0
91	user653	user2916	user1953	user4165	user2949	user1814	user3370	user4935			item1	4	0
