	u1	u2	u3	u4	u5	u6	u7	u8	u9	u10	item_id	ranking	rating
0	user320	user234	user272	user282	user287	user295	user310	user154	user273	user182	item0	1	1
1	user320	user234	user272	user282	user287	user295	user310	user154	user273	user182	item1	8	0
2	user320	user234	user272	user282	user287	user295	user310	user154	user273	user182	item2	2	0
3	user320	user234	user272	user282	user287	user295	user310	user154	user273	user182	item3	4	0
4	user320	user234	user272	user282	user287	user295	user310	user154	user273	user182	item4	3	0
5	user320	user234	user272	user282	user287	user295	user310	user154	user273	user182	item5	9	0
6	user320	user234	user272	user282	user287	user295	user310	user154	user273	user182	item6	5	0
7	user320	user234	user272	user282	user287	user295	user310	user154	user273	user182	item7	6	0
8	user320	user234	user272	user282	user287	user295	user310	user154	user273	user182	item8	10	0
9	user320	user234	user272	user282	user287	user295	user310	user154	user273	user182	item9	7	0
10	user260	user278	user89								item0	4	0
11	user260	user278	user89								item1	5	0
12	user260	user278	user89								item2	1	1
13	user260	user278	user89								item3	2	0
14	user260	user278	user89								item4	6	0
15	user260	user278	user89								item5	7	0
16	user260	user278	user89								item6	8	0
17	user260	user278	user89								item7	9	0
18	user260	user278	user89								item8	10	0
19	user260	user278	user89								item9	3	0
20	user76	user281	user222	user68	user212	user180	user88	user10	user211	user253	item0	2	0
21	user76	user281	user222	user68	user212	user180	user88	user10	user211	user253	item1	3	0
22	user76	user281	user222	user68	user212	user180	user88	user10	user211	user253	item2	6	0
23	user76	user281	user222	user68	user212	user180	user88	user10	user211	user253	item3	7	0
24	user76	user281	user222	user68	user212	user180	user88	user10	user211	user253	item4	8	0
25	user76	user281	user222	user68	user212	user180	user88	user10	user211	user253	item5	9	0
26	user76	user281	user222	user68	user212	user180	user88	user10	user211	user253	item6	1	1
27	user76	user281	user222	user68	user212	user180	user88	user10	user211	user253	item7	4	0
28	user76	user281	user222	user68	user212	user180	user88	user10	user211	user253	item8	10	0
29	user76	user281	user222	user68	user212	user180	user88	user10	user211	user253	item9	5	0
30	user142	user214	user132	user47	user151	user324	user7				item0	1	1
31	user142	user214	user132	user47	user151	user324	user7				item1	6	0
32	user142	user214	user132	user47	user151	user324	user7				item2	7	0
33	user142	user214	user132	user47	user151	user324	user7				item3	2	0
34	user142	user214	user132	user47	user151	user324	user7				item4	8	0
35	user142	user214	user132	user47	user151	user324	user7				item5	9	0
36	user142	user214	user132	user47	user151	user324	user7				item6	3	0
37	user142	user214	user132	user47	user151	user324	user7				item7	4	0
38	user142	user214	user132	user47	user151	user324	user7				item8	5	0
39	user142	user214	user132	user47	user151	user324	user7				item9	10	0
40	user74	user112	user62	user244							item0	1	1
41	user74	user112	user62	user244							item1	5	0
42	user74	user112	user62	user244							item2	6	0
43	user74	user112	user62	user244							item3	2	0
44	user74	user112	user62	user244							item4	7	0
45	user74	user112	user62	user244							item5	8	0
46	user74	user112	user62	user244							item6	3	0
47	user74	user112	user62	user244							item7	4	0
48	user74	user112	user62	user244							item8	9	0
49	user74	user112	user62	user244							item9	10	0
50	user152	user143									item0	3	0
51	user152	user143									item1	1	1
52	user152	user143									item2	4	0
53	user152	user143									item3	5	0
54	user152	user143									item4	6	0
55	user152	user143									item5	7	0
56	user152	user143									item6	2	0
57	user152	user143									item7	8	0
58	user152	user143									item8	9	0
59	user152	user143									item9	10	0
60	user56	user172	user291	user4	user30	user6					item0	2	0
61	user56	user172	user291	user4	user30	user6					item1	1	1
62	user56	user172	user291	user4	user30	user6					item2	6	0
63	user56	user172	user291	user4	user30	user6					item3	3	0
64	user56	user172	user291	user4	user30	user6					item4	4	0
65	user56	user172	user291	user4	user30	user6					item5	7	0
66	user56	user172	user291	user4	user30	user6					item6	5	0
67	user56	user172	user291	user4	user30	user6					item7	8	0
68	user56	user172	user291	user4	user30	user6					item8	9	0
69	user56	user172	user291	user4	user30	user6					item9	10	0
70	user323	user312	user237	user94	user148	user183	user77	user254			item0	1	1
71	user323	user312	user237	user94	user148	user183	user77	user254			item1	7	0
72	user323	user312	user237	user94	user148	user183	user77	user254			item2	3	0
73	user323	user312	user237	user94	user148	user183	user77	user254			item3	8	0
74	user323	user312	user237	user94	user148	user183	user77	user254			item4	4	0
75	user323	user312	user237	user94	user148	user183	user77	user254			item5	5	0
76	user323	user312	user237	user94	user148	user183	user77	user254			item6	2	0
77	user323	user312	user237	user94	user148	user183	user77	user254			item7	9	0
78	user323	user312	user237	user94	user148	user183	user77	user254			item8	10	0
79	user323	user312	user237	user94	user148	user183	user77	user254			item9	6	0
80	user86	user177	user241								item0	3	0
81	user86	user177	user241								item1	4	0
82	user86	user177	user241								item2	5	0
83	user86	user177	user241								item3	6	0
84	user86	user177	user241								item4	7	0
85	user86	user177	user241								item5	8	0
86	user86	user177	user241								item6	2	0
87	user86	user177	user241								item7	9	0
88	user86	user177	user241								item8	10	0
89	user86	user177	user241								item9	1	1
90	user25	user16	user329	user65	user221	user95	user115	user302	user122	user196	item0	2	0
91	user25	user16	user329	user65	user221	user95	user115	user302	user122	user196	item1	6	0
92	user25	user16	user329	user65	user221	user95	user115	user302	user122	user196	item2	4	0
93	user25	user16	user329	user65	user221	user95	user115	user302	user122	user196	item3	7	0
94	user25	user16	user329	user65	user221	user95	user115	user302	user122	user196	item4	8	0
95	user25	user16	user329	user65	user221	user95	user115	user302	user122	user196	item5	9	0
96	user25	user16	user329	user65	user221	user95	user115	user302	user122	user196	item6	1	1
97	user25	user16	user329	user65	user221	user95	user115	user302	user122	user196	item7	5	0
